image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,open_r,close_r,extra_dilate,area_thresh,area_iters_small,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,after_fill,after_geom,after_road,after_border,after_texture,after_lane,after_merge,reduced_by_fill,reduced_by_geom,reduced_by_road,reduced_by_border,reduced_by_texture,reduced_by_lane,merged_pairs,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.07999999821186066,0.028057819232344627,0.02290649712085724,1.05,0.05210964120924473,0.06,0.07999999821186066,0.05210964120924473,0.07999999821186066,0.0,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,4127,39317,47625,31,3,7,31,7,2,3,2,1200,1,0.05481769144535065,0.01025646086782217,515,0.028057819232344627,0.16273202002048492,0.02461834065616131,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,262256;1692;2054;644;460;110,0.171725;0.478723;0.728822;0.591615;0.660870;0.581818,0.072963;0.060913;0.079178;0.062827;0.061715;0.056914,0.020260;0.050361;0.155058;0.016191;0.015815;0.015993,0.903770;0.943262;0.846154;0.961180;0.947826;0.981818,0.000000;0.000000;0.232465;0.000000;0.000000;0.000000,0.020147;0.012729;0.035485;0.000219;0.002197;0.004501,0.523926;0.583483;0.426759;0.588491;0.548955;0.592043,3.359406;3.482818;3.878535;3.651269;3.364614;3.059828,0.053603;0.301585;0.488984;0.053440;0.164141;0.152579,0.5355955343831179,0.06575180900593598,3.4237158221499473,0.9455442491520197,fill,,2025-11-03 13:40:32,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1058,1261,1,1,1,1,1,2,3,2,1200,1,0.053538840264081955,0.013291344977915287,1834,0.028458988294005394,0.20857161283493042,0.02475125715136528,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"946,825,1033,859",3080,0.393182,0.166469,0.241042,0.853247,0.999174,0.158659,0.575045,3.925633,0.565664,0.3931818181818182,0.16646933555603027,3.9256330239362676,0.8532467532467533,,,2025-11-03 13:40:33,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1105,1660,2,2,1,2,1,2,3,2,1200,1,0.051732905209064484,0.02911188267171383,5431,0.030039837583899498,0.4007585942745209,0.025460679084062576,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"615,734,692,796",4914,0.337810,0.338541,0.194940,0.641840,1.000000,0.279988,0.448752,3.155633,0.327980,0.3378103378103378,0.33854052424430847,3.155632741249911,0.6418396418396418,,,2025-11-03 13:40:35,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1223,2083,3,3,1,3,1,2,3,2,1200,1,0.051254961639642715,0.02392519637942314,5300,0.027935126796364784,0.32137998938560486,0.02255946397781372,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"967,823,1061,871",4655,0.437594,0.266564,0.262822,0.705048,1.000000,0.200359,0.566687,3.483385,0.289612,0.43759398496240604,0.26656368374824524,3.483384581086665,0.705048335123523,,,2025-11-03 13:40:37,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.07999999821186066,0.02663743868470192,0.02217947319149971,1.05,0.04992588553577662,0.06,0.07999999821186066,0.04992588553577662,0.07999999821186066,0.0,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,3450,31156,39084,16,2,2,16,2,2,3,2,1200,1,0.048791639506816864,0.016392262652516365,2145,0.02663743868470192,0.20643456280231476,0.02364545688033104,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,257655;2077,0.146995;0.582571,0.071849;0.093994,0.018554;0.402100,0.901822;0.847376,0.000000;0.890909,0.016683;0.109226,0.518308;0.520161,3.335275;4.181239,0.057259;0.486958,0.3647830142995479,0.08292115107178688,3.7582570743299923,0.8745991136102012,fill,,2025-11-03 13:40:39,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1080,1338,2,1,1,2,1,2,3,2,1200,1,0.05088598653674126,0.015236839652061462,1993,0.027202896773815155,0.24228623509407043,0.023455722257494926,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"978,834,1040,877",2772,0.482684,0.161033,0.566960,0.884921,0.996263,0.161659,0.620536,3.937120,0.348438,0.48268398268398266,0.16103339195251465,3.9371196475962043,0.8849206349206349,,,2025-11-03 13:40:40,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1125,1534,3,3,2,3,2,2,3,2,1200,1,0.051259517669677734,0.015196113847196102,2182,0.029423274099826813,0.22907458245754242,0.026650231331586838,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"585,749,647,791",2709,0.406054,0.148598,0.150824,0.660022,0.795455,0.168048,0.373846,3.654168,0.554899,0.40605389442598744,0.14859838783740997,3.6541682539925424,0.6600221483942414,fill,,2025-11-03 13:40:42,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1022,1995,2,2,2,2,2,2,3,2,1200,1,0.0515306182205677,0.02320927008986473,4679,0.029489129781723022,0.34845098853111267,0.024845803156495094,2,1,2,2,2,2,1,1,1,0,0,0,0,1,0,0,"997,815,1039,852",1634,0.567319,0.266288,0.272386,0.359853,1.000000,0.233456,0.654334,0.611326,0.774872,0.5673194614443084,0.2662883400917053,0.6113262339813011,0.3598531211750306,texture,,2025-11-03 13:40:44,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1078,1474,2,1,1,2,1,2,3,2,1200,1,0.055606551468372345,0.023055683821439743,3415,0.026393748819828033,0.34356623888015747,0.022651880979537964,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"621,746,695,792",3525,0.413901,0.278507,0.144843,0.727376,1.000000,0.295267,0.443278,3.150005,0.616822,0.41390070921985816,0.2785065174102783,3.1500045336603884,0.7273758865248227,,,2025-11-03 13:40:46,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1243,2265,2,2,1,2,1,2,3,2,1200,1,0.05943386256694794,0.021223099902272224,3831,0.02512599527835846,0.2719547152519226,0.020457923412322998,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"961,822,1052,874",4876,0.464520,0.215173,0.206134,0.794299,1.000000,0.228327,0.609354,3.528591,0.650224,0.46452009844134534,0.21517282724380493,3.5285906709287387,0.794298605414274,,,2025-11-03 13:40:47,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092201_141423.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.07999999821186066,0.02582390233874321,0.021369880065321922,1.05,0.04826227640733123,0.06,0.07999999821186066,0.04826227640733123,0.07999999821186066,0.0,0.07853104501962661,0.07853104501962661,0.06353104501962661,False,12552,30918,39403,37,9,7,37,7,2,3,2,1200,1,0.05003628879785538,0.013229290023446083,891,0.02582390233874321,0.07999999821186066,0.022598709911108017,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,261660;256;1050;2262;4440,0.139628;0.425781;0.593333;0.537577;0.372297,0.071597;0.058083;0.062579;0.061445;0.059953,0.016078;0.021695;0.037831;0.018498;0.022187,0.901349;0.937500;0.944762;0.886826;0.954054,0.000000;0.000000;0.000000;0.000000;0.000000,0.013697;0.000626;0.057995;0.079703;0.022405,0.503442;0.411256;0.686967;0.587941;0.604225,3.376431;3.230114;3.479254;3.604718;3.663261,0.053878;0.375101;0.193688;0.189825;0.122872,0.41372340140220987,0.0627313382923603,3.4792536662352878,0.9375,fill,,2025-11-03 13:40:49,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092300_016273.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.2220731762647672,0.02498907782137394,0.024194955825805664,1.05,0.050393781438469884,0.06,0.2220731762647672,0.050393781438469884,0.2220731762647672,-0.01,0.2220731762647672,0.2220731762647672,0.20707317626476718,False,853,961,0,1,1,0,1,0,2,3,2,1200,1,0.05314430594444275,0.01999576762318611,2774,0.02498907782137394,0.3339243531227112,0.020963208749890327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,225;225,0.000000;0.000000,0.258127;0.254527,0.065621;0.062954,0.657778;0.577778,1.000000;1.000000,0.047413;0.060411,0.420220;0.348343,0.114402;0.430622,0.000000;0.000000,0.0,0.2563268393278122,0.2725119423952238,0.6177777777777778,,,2025-11-03 13:40:51,f14413d,./config/ROI.config,r101_os8_base_cty.pth
