image,H,W,roi_area,work_area,num_boxes,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,1,"588,732,713,804",9198,0.35366,0.80044,0.11038,0.81833,0.73040,0.21643,0.39332,4.09635,0.65706
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,1,"939,803,1152,902",21400,0.40888,0.80250,0.08584,0.89439,0.28137,0.11591,0.55592,4.22701,0.25654
manual_original_1_20251020_092201_141423.jpg,1080,1920,468414,426293,2,"978,649,1049,697|1031,654,1098,701",3528;3264,0.22647;0.25245,0.66081;0.75253,0.02829;0.03648,0.95096;0.94516,-1.00000;-1.00000,0.09016;0.04468,0.73513;0.73811,3.54870;3.61848,0.25035;0.24187
manual_original_1_20251020_092300_016273.jpg,1080,1920,468414,426293,2,"1102,612,1147,683|981,765,1048,814",3312;3400,0.29771;0.24853,0.69632;0.66789,0.01089;0.01477,0.94444;0.95706,0.00000;0.00000,0.02071;0.00152,0.63679;0.56617,3.47088;3.56581,0.10116;0.11258
manual_original_1_20251020_092857_233241.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093004_721441.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093147_453152.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093246_455898.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093355_273452.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093515_393205.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093643_101825.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_093744_345036.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
manual_original_1_20251020_094223_985795.jpg,1080,1920,468414,426293,1,"572,733,680,799",7303,0.35437,0.83774,0.27920,0.78091,0.54173,0.15578,0.44841,4.17796,0.77798
manual_original_1_20251020_094358_537285.jpg,1080,1920,468414,426293,0,,,,,,,,,,,
