image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.9999999403953552,0.4186919927597046,0.2907879054546356,2.0,1.0002678036689758,0.1,0.9971586847305297,13233,76486,107065,35,11,0.05481769144535065,0.01025646086782217,0,0.4186919927597046,1.0,0.4113233983516693,11,5,"1326,289,1435,383|1032,588,1118,654|708,726,789,802|620,750,726,802|1019,823,1152,905",10450;5829;6314;5671;11122,0.373301;0.336250;0.298068;0.311233;0.350207,0.667447;0.697796;0.714451;0.751384;0.680598,0.056403;0.017203;0.043650;0.134806;0.016670,0.890622;0.940642;0.922395;0.908482;0.901906,-1.000000;-1.000000;-1.000000;-1.000000;-1.000000,0.016805;0.058814;0.050654;0.045821;0.059297,0.289144;0.751714;0.544809;0.462654;0.593715,3.192860;3.635717;3.449276;3.825357;3.669269,0.426382;0.184399;0.344524;0.557222;0.088185,0.33381167820366164,0.7023351311683654,3.635717051908562,0.9084817492505731,geom,2025-10-23 15:05:44,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.19999991357326508,0.08469358086585999,0.0571969598531723,2.0,0.1990875005722046,0.1,0.20000000298023224,299,75848,104597,2,4,0.053538840264081955,0.013291344977915287,844,0.08469358086585999,0.20877572894096375,0.08376494795084,4,3,"1359,303,1437,369|948,548,1042,627|976,741,1056,825",5293;7600;6885,0.368978;0.297368;0.493537,0.136792;0.132208;0.146085,0.056255;0.031237;0.013103,0.860571;0.950395;0.949165,0.000000;0.000000;0.000000,0.039183;0.028332;0.001372,0.338209;0.617966;0.576657,3.119712;3.422462;3.606893,0.332304;0.092278;0.075508,0.3866276634383072,0.1383615036805471,3.422462365412815,0.9491648511256354,geom,2025-10-23 15:05:46,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.20000000298023224,0.08500374853610992,0.05964352563023567,2.0,0.20429079979658127,0.1,0.25767598628997684,2132,29616,4943,2,1,0.051732905209064484,0.02911188267171383,4429,0.08500374853610992,0.4028816819190979,0.08460981398820877,1,1,"582,709,716,807",13365,0.369847,0.245077,0.158257,0.773812,0.805584,0.223263,0.432238,3.984412,0.303893,0.36984661429105875,0.24507728219032288,3.984411501907604,0.7738121960344183,,2025-10-23 15:05:48,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.20002347290515898,0.0811033621430397,0.056878712028265,2.0,0.1948607861995697,0.1,0.22514546394347945,2132,44933,69082,1,3,0.051254961639642715,0.02392519637942314,4197,0.0811033621430397,0.32137998938560486,0.07926278561353683,3,1,"1294,506,1355,564",3658,0.273920,0.143767,0.023780,0.952160,0.000000,0.006630,0.361525,3.142422,0.020452,0.273920174958994,0.14376740157604218,3.142421866371492,0.952159650082012,geom,2025-10-23 15:05:50,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.19999994337558746,0.08035274595022202,0.057061854749917984,2.0,0.19447645545005798,0.1,0.19731903210282326,12848,69801,100741,28,7,0.048791639506816864,0.016392262652516365,1356,0.08035274595022202,0.21843506395816803,0.08030916750431061,7,4,"1302,290,1436,410|945,568,1024,627|979,679,1037,737|633,762,711,810",16335;4800;3481;3871,0.294949;0.214167;0.272336;0.231206,0.130345;0.129042;0.138760;0.143287,0.051518;0.030644;0.021796;0.411787,0.899112;0.942083;0.931629;0.861276,0.000000;0.000000;0.000000;0.691620,0.014157;0.046397;0.030035;0.164984,0.327289;0.659253;0.637071;0.470977,3.252394;3.310606;3.675998;4.068822,0.428160;0.183198;0.358793;0.478999,0.2531645259987561,0.1353585384786129,3.49330209578864,0.9153705888813355,geom,2025-10-23 15:05:51,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.1999998837709427,0.08179294317960739,0.05671218782663345,2.0,0.1952173188328743,0.1,0.20000000298023224,262,68216,2840,1,1,0.05088598653674126,0.015236839652061462,1186,0.08179294317960739,0.24235497415065765,0.08117961138486862,1,1,"960,820,1056,902",8051,0.352751,0.157936,0.369818,0.926717,0.413028,0.098232,0.586943,4.223906,0.195034,0.35275121102968576,0.1579362004995346,4.223905894827915,0.9267171779903117,,2025-10-23 15:05:53,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.19999960064888,0.08657197654247284,0.057296279817819595,2.0,0.20116453617811203,0.1,0.20116453617811203,279,78049,9302,1,2,0.051259517669677734,0.015196113847196102,607,0.08657197654247284,0.2363032102584839,0.08802633732557297,2,1,"575,686,789,804",25585,0.363572,0.153370,0.077361,0.838538,0.065255,0.006945,0.513052,3.568963,0.499169,0.36357240570646865,0.153370201587677,3.5689634186692776,0.8385382059800665,geom,2025-10-23 15:05:55,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.19999998807907104,0.08470883220434189,0.05922291427850723,2.0,0.20315466076135635,0.1,0.20315466076135635,1510,77222,103319,2,1,0.0515306182205677,0.02320927008986473,3550,0.08470883220434189,0.34845098853111267,0.08225361257791519,1,0,,,,,,,,,,,,,,,,geom,2025-10-23 15:05:57,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.20000000298023224,0.07855162769556046,0.056462403386831284,2.0,0.19147643446922302,0.1,0.20000000298023224,1862,58071,3409,1,1,0.055606551468372345,0.023055683821439743,2546,0.07855162769556046,0.343983918428421,0.07884898781776428,1,1,"588,732,714,805",9398,0.362737,0.213326,0.109476,0.820281,0.746847,0.206289,0.395181,4.133659,0.645618,0.362736752500532,0.21332597732543945,4.13365919280753,0.820280910832092,,2025-10-23 15:05:58,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,0.85,0.85,99.2,0.19999976456165314,0.07530204206705093,0.0548979751765728,2.0,0.18509799242019653,0.1,0.20000000298023224,2126,54348,77151,1,2,0.05943386256694794,0.021223099902272224,2773,0.07530204206705093,0.2725677490234375,0.07304874807596207,2,0,,,,,,,,,,,,,,,,geom,2025-10-23 15:06:00,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
