image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,open_r,close_r,extra_dilate,area_thresh,area_iters_small,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,after_fill,after_geom,after_road,after_border,after_texture,after_lane,after_merge,reduced_by_fill,reduced_by_geom,reduced_by_road,reduced_by_border,reduced_by_texture,reduced_by_lane,merged_pairs,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,4127,39317,47136,31,3,8,31,8,2,3,1,1200,1,0.05481769144535065,0.01025646086782217,515,0.028057819232344627,0.16273202002048492,0.02461834065616131,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"632,762,718,795",2958,0.449628,0.083575,0.164821,0.880663,0.255639,0.046776,0.464482,3.872947,0.502214,0.4496281271129141,0.08357544243335724,3.872946632717449,0.8806626098715348,fill,,2025-11-03 13:01:36,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1058,1261,1,1,1,1,1,2,3,1,1200,1,0.053538840264081955,0.013291344977915287,1834,0.028458988294005394,0.20857161283493042,0.02475125715136528,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"946,824,1033,859",3168,0.382260,0.166469,0.241042,0.859217,0.999174,0.158724,0.583692,3.925633,0.565664,0.382260101010101,0.16646933555603027,3.9256330239362676,0.8592171717171717,,,2025-11-03 13:01:38,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1105,1660,2,2,1,2,1,2,3,1,1200,1,0.051732905209064484,0.02911188267171383,5431,0.030039837583899498,0.4007585942745209,0.025460679084062576,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"615,734,694,797",5120,0.324219,0.338541,0.194940,0.653125,1.000000,0.283839,0.441486,3.155633,0.327980,0.32421875,0.33854052424430847,3.155632741249911,0.653125,,,2025-11-03 13:01:39,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1223,2083,3,3,1,3,1,2,3,1,1200,1,0.051254961639642715,0.02392519637942314,5300,0.027935126796364784,0.32137998938560486,0.02255946397781372,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"967,822,1062,872",4896,0.420139,0.266298,0.262692,0.711193,1.000000,0.202298,0.568495,3.479321,0.282136,0.4201388888888889,0.2662977874279022,3.4793206740171687,0.7111928104575164,,,2025-11-03 13:01:41,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,3450,31156,38934,16,2,2,16,2,2,3,1,1200,1,0.048791639506816864,0.016392262652516365,2145,0.02663743868470192,0.20643456280231476,0.02364545688033104,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"638,767,708,805",2769,0.387143,0.100625,0.423120,0.843987,0.934701,0.140436,0.507018,4.118795,0.480884,0.38714337305886604,0.10062474757432938,4.118795303809318,0.8439869989165764,fill,,2025-11-03 13:01:43,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1080,1338,2,1,1,2,1,2,3,1,1200,1,0.05088598653674126,0.015236839652061462,1993,0.027202896773815155,0.24228623509407043,0.023455722257494926,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"978,833,1042,878",2990,0.447492,0.161033,0.566960,0.890970,0.996263,0.160246,0.615031,3.937120,0.348438,0.44749163879598663,0.16103339195251465,3.9371196475962043,0.8909698996655518,,,2025-11-03 13:01:45,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1125,1503,3,3,2,3,2,2,3,1,1200,1,0.051259517669677734,0.015196113847196102,2182,0.029423274099826813,0.22907458245754242,0.026650231331586838,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,"585,748,648,792",2880,0.384722,0.148232,0.151430,0.666667,0.789711,0.166201,0.388423,3.658345,0.558430,0.38472222222222224,0.14823240041732788,3.6583445628092077,0.6666666666666666,geom,,2025-11-03 13:01:47,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1022,1746,2,2,2,2,2,2,3,1,1200,1,0.0515306182205677,0.02320927008986473,4679,0.029489129781723022,0.34845098853111267,0.024845803156495094,2,1,2,2,2,2,1,1,1,0,0,0,0,1,0,0,"997,814,1039,852",1677,0.500894,0.280734,0.273473,0.367323,1.000000,0.228197,0.671815,0.432217,0.900824,0.5008944543828264,0.280734121799469,0.4322167994179328,0.3673225998807394,texture,,2025-11-03 13:01:48,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1078,1474,2,1,1,2,1,2,3,1,1200,1,0.055606551468372345,0.023055683821439743,3415,0.026393748819828033,0.34356623888015747,0.022651880979537964,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"621,746,696,792",3572,0.408455,0.278507,0.144843,0.727604,1.000000,0.295044,0.442395,3.150005,0.616822,0.408454647256439,0.2785065174102783,3.1500045336603884,0.7276035834266518,,,2025-11-03 13:01:50,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,,,,1.05,,0.06,,,,,,0.2,,,853,1243,2265,2,2,1,2,1,2,3,1,1200,1,0.05943386256694794,0.021223099902272224,3831,0.02512599527835846,0.2719547152519226,0.020457923412322998,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"959,822,1053,874",5035,0.449851,0.215173,0.206134,0.798411,1.000000,0.231150,0.612722,3.528591,0.650224,0.44985104270109233,0.21517282724380493,3.5285906709287387,0.7984111221449851,,,2025-11-03 13:01:52,99d40f2,./config/ROI.config,r101_os8_base_cty.pth
