image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.07999999821186066,0.028057819232344627,0.02290649712085724,1.1,0.053254966065287596,0.14,0.14,0.14,0.12000000000000001,True,34,73,175,1,1,0.05481769144535065,0.01025646086782217,197,0.028057819232344627,0.16273202002048492,0.02461834065616131,1,0,,,,,,,,,,,,,,,,fill,2025-10-24 16:28:26,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.15058246016502444,0.028458988294005394,0.023681780323386192,1.1,0.0545089466497302,0.14,0.14,0.14,0.12000000000000001,True,1001,1256,1913,1,1,0.053538840264081955,0.013291344977915287,1498,0.028458988294005394,0.20857161283493042,0.02475125715136528,1,1,"930,818,1052,865",5904,0.324018,0.141519,0.206021,0.900407,0.725039,0.112651,0.577727,4.225673,0.490708,0.32401761517615174,0.14151908457279205,4.225672967370045,0.9004065040650406,,2025-10-24 16:28:27,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.3392109954357152,0.030039837583899498,0.03207968920469284,1.1,0.06532749570906163,0.14,0.20928453177213693,0.20928453177213693,0.18928453177213694,False,2580,2800,3640,1,1,0.051732905209064484,0.02911188267171383,4958,0.030039837583899498,0.4007585942745209,0.025460679084062576,1,1,"606,722,712,807",9202,0.395566,0.264086,0.183683,0.730167,0.990934,0.257509,0.471596,3.757298,0.253402,0.3955661812649424,0.26408594846725464,3.7572975652526432,0.7301673549228429,,2025-10-24 16:28:29,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.2695451371669788,0.027935126796364784,0.029507050290703773,1.1,0.06039288211613894,0.14,0.17458511108160113,0.17458511108160113,0.15458511108160114,False,3387,3778,4810,1,1,0.051254961639642715,0.02392519637942314,4889,0.027935126796364784,0.32137998938560486,0.02255946397781372,1,1,"946,801,1075,883",10790,0.445783,0.210245,0.227319,0.843652,0.915800,0.203129,0.578812,4.067632,0.059485,0.4457831325301205,0.21024471521377563,4.067632433465102,0.8436515291936979,,2025-10-24 16:28:31,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.07999999821186066,0.02663743868470192,0.02217947319149971,1.1,0.0510348591953516,0.14,0.14,0.14,0.12000000000000001,True,177,336,672,3,1,0.048791639506816864,0.016392262652516365,1802,0.02663743868470192,0.20643456280231476,0.02364545688033104,1,1,"635,765,710,808",3344,0.200957,0.122487,0.441906,0.854665,0.919643,0.166932,0.485962,3.967795,0.499887,0.20095693779904306,0.12248734384775162,3.967795114362656,0.8546650717703349,,2025-10-24 16:28:32,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.14389171564579115,0.027202896773815155,0.023389097303152084,1.1,0.05293090380728245,0.14,0.14,0.14,0.12000000000000001,True,905,1219,1769,2,1,0.05088598653674126,0.015236839652061462,1714,0.027202896773815155,0.24228623509407043,0.023455722257494926,1,1,"968,824,1052,887",5440,0.325184,0.145163,0.505430,0.914338,0.879593,0.139244,0.572725,4.109674,0.304765,0.3251838235294118,0.14516271650791168,4.109674270581225,0.9143382352941176,,2025-10-24 16:28:34,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.11952004200220526,0.029423274099826813,0.02330913580954075,1.1,0.05506332349032164,0.14,0.14,0.14,0.12000000000000001,True,611,850,1137,1,1,0.051259517669677734,0.015196113847196102,1197,0.029423274099826813,0.22907458245754242,0.026650231331586838,1,1,"580,744,655,797",4104,0.277047,0.145254,0.132819,0.698099,0.722076,0.159229,0.420291,3.681945,0.554991,0.277046783625731,0.14525380730628967,3.681944816108845,0.6980994152046783,,2025-10-24 16:28:36,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.23736038076878044,0.029489129781723022,0.027866816148161888,1.1,0.0601426275447011,0.14,0.1584849003106378,0.1584849003106378,0.13848490031063782,False,2093,2413,3299,4,2,0.0515306182205677,0.02320927008986473,4274,0.029489129781723022,0.34845098853111267,0.024845803156495094,2,1,"919,789,1046,863",9600,0.343646,0.193364,0.199615,0.765521,0.936647,0.070764,0.569937,3.693214,0.403102,0.3436458333333333,0.19336441159248352,3.693214209671456,0.7655208333333333,geom,2025-10-24 16:28:38,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.26717038416862576,0.026393748819828033,0.026706675067543983,1.1,0.05577109139412642,0.14,0.1722072023600344,0.1722072023600344,0.1522072023600344,False,1987,2168,2802,1,1,0.055606551468372345,0.023055683821439743,3067,0.026393748819828033,0.34356623888015747,0.022651880979537964,1,1,"592,738,707,801",7424,0.377425,0.218844,0.129794,0.803879,0.980014,0.257565,0.396708,3.929027,0.667400,0.37742456896551724,0.2188435196876526,3.9290267355610524,0.8038793103448276,,2025-10-24 16:28:39,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.8,0.21970432007312887,0.02512599527835846,0.025696149095892906,1.1,0.053391759283840656,0.14,0.14840894785523467,0.14840894785523467,0.12840894785523468,False,2883,3159,3898,1,1,0.05943386256694794,0.021223099902272224,3441,0.02512599527835846,0.2719547152519226,0.020457923412322998,1,1,"944,812,1070,884",9271,0.420451,0.180507,0.168922,0.870025,0.862750,0.176437,0.568743,4.058064,0.544511,0.42045086829899686,0.1805068403482437,4.058064240746557,0.8700248085427678,,2025-10-24 16:28:41,5f09536,./config/ROI.config,r101_os8_base_cty.pth
