image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_0_20251020_113739_049258.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10503091663122177,0.05911656469106674,2.0,0.22326404601335526,0.1,0.21163202449679375,45,82318,492,1,1,0.03325749188661575,0.014150703325867653,566,0.10503091663122177,0.23003001511096954,0.09566695988178253,1,0,,,,,,,,,,,,,,,,geom,2025-10-23 15:05:07,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_0_20251020_113842_843385.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10837192088365555,0.058753110468387604,2.0,0.22587814182043076,0.1,0.2129390724003315,12,85716,31089,1,2,0.03306419774889946,0.013409021310508251,446,0.10837192088365555,0.21855267882347107,0.10087233036756516,2,0,,,,,,,,,,,,,,,,geom;border,2025-10-23 15:05:09,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112119_612220.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.1162368506193161,0.05772247165441513,2.0,0.23168179392814636,0.1,0.23168179392814636,351,84506,940,1,1,0.04706606641411781,0.019285406917333603,1035,0.1162368506193161,0.374335378408432,0.11420003324747086,1,1,"949,479,1032,532",4536,0.207231,0.211595,0.146554,0.906746,0.756383,0.265968,0.850020,4.661007,0.755585,0.2072310405643739,0.2115948498249054,4.661006577317684,0.9067460317460317,,2025-10-23 15:05:11,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112316_314459.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10646059364080429,0.06220217049121857,2.0,0.23086493462324142,0.1,0.2641663387417733,1567,58039,2804,1,1,0.04780277982354164,0.035548221319913864,2823,0.10646059364080429,0.5157603621482849,0.0966091975569725,1,1,"948,470,1053,545",8056,0.348064,0.296465,0.248600,0.868793,0.882668,0.340946,0.842502,4.500916,0.509049,0.3480635551142006,0.296464741230011,4.500915964487959,0.8687934458788481,,2025-10-23 15:05:12,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112341_022139.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10592491924762726,0.06142366677522659,2.0,0.22877225279808044,0.1,0.22877225279808044,1443,74591,23432,1,2,0.04578777402639389,0.027028897777199745,2053,0.10592491924762726,0.41042211651802063,0.09519270062446594,2,1,"1098,373,1226,480",13932,0.436405,0.198878,0.106608,0.906259,0.328618,0.148280,0.567707,4.388485,0.481651,0.43640539764570774,0.19887760281562805,4.388484616317047,0.906258972150445,border,2025-10-23 15:05:14,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112415_265400.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.1064574345946312,0.05997764691710472,2.0,0.22641272842884064,0.1,0.22641272842884064,966,75498,2080,1,1,0.04231672361493111,0.022297747433185577,1621,0.1064574345946312,0.35852763056755066,0.0978773981332779,1,1,"929,456,1015,531",6612,0.314580,0.220790,0.551397,0.925439,0.760096,0.169728,0.782706,4.819963,0.222323,0.3145795523290986,0.22078968584537506,4.819963194769587,0.9254385964912281,,2025-10-23 15:05:16,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112443_840490.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10775664448738098,0.059045419096946716,2.0,0.22584748268127441,0.1,0.22584748268127441,432,78742,2001,1,1,0.04162433743476868,0.018151666969060898,1043,0.10775664448738098,0.28901708126068115,0.0985117256641388,1,1,"1106,375,1201,444",6720,0.297768,0.187300,0.447817,0.918601,0.503748,0.085672,0.552141,4.622987,0.228900,0.29776785714285714,0.18729959428310394,4.622987112727122,0.9186011904761905,,2025-10-23 15:05:17,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112548_368302.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10960448533296585,0.06016072630882263,2.0,0.22992593795061111,0.1,0.22992593795061111,1529,77031,2406,1,1,0.04555828124284744,0.029195591807365417,2964,0.10960448533296585,0.4034063220024109,0.1006225198507309,1,1,"951,470,1055,536",7035,0.342004,0.256149,0.140935,0.766453,0.905653,0.290386,0.807018,3.986330,0.569682,0.3420042643923241,0.2561492621898651,3.986330099258681,0.7664534470504619,,2025-10-23 15:05:19,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112619_505543.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10966895520687103,0.05947834998369217,2.0,0.22862565517425537,0.1,0.22862565517425537,849,78075,5212,1,1,0.04333985224366188,0.02294635772705078,2128,0.10966895520687103,0.3122473657131195,0.10307134687900543,1,1,"1098,375,1241,488",16416,0.317495,0.176878,0.066036,0.877132,0.301804,0.108657,0.570957,4.282775,0.344730,0.317495126705653,0.17687755823135376,4.282774727299155,0.8771320662768031,,2025-10-23 15:05:21,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112714_137414.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10890717059373856,0.06307440996170044,2.0,0.23505599051713943,0.1,0.3008602067828153,1567,1934,2464,1,1,0.044827356934547424,0.0346345491707325,2664,0.10890717059373856,0.5013397336006165,0.0991399735212326,1,1,"942,469,1043,533",6630,0.371644,0.340984,0.279052,0.844344,0.954951,0.381259,0.785142,4.264971,0.596220,0.37164404223227754,0.3409843146800995,4.264971259433895,0.8443438914027149,,2025-10-23 15:05:22,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112749_653441.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.11064048856496811,0.06075839325785637,2.0,0.23215727508068085,0.1,0.23215727508068085,1313,79537,3870,1,1,0.04125223681330681,0.024595066905021667,1802,0.11064048856496811,0.4018063545227051,0.10230359435081482,1,1,"1122,374,1243,455",10004,0.386845,0.219977,0.158885,0.894742,0.456331,0.145933,0.574604,4.424133,0.522507,0.3868452618952419,0.21997688710689545,4.424132696275411,0.8947421031587365,,2025-10-23 15:05:24,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_113004_041033.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10869181901216507,0.05978144705295563,2.0,0.22825471311807632,0.1,0.22825471311807632,702,77333,1537,2,2,0.03732597827911377,0.025802910327911377,1749,0.10869181901216507,0.4610258936882019,0.09897969663143158,2,1,"946,473,1033,538",5808,0.263602,0.247229,0.511899,0.847280,0.841933,0.303402,0.823358,4.541932,0.755494,0.2636019283746556,0.2472292184829712,4.5419323074604225,0.8472796143250688,geom,2025-10-23 15:05:26,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_113042_293678.jpg,1080,1920,349435,313216,standardized,0.85,0.85,99.2,0.20000000298023224,0.10747618973255157,0.058844003826379776,2.0,0.22516419738531113,0.1,0.22516419738531113,319,78271,3216,1,1,0.037776388227939606,0.018275650218129158,1026,0.10747618973255157,0.31824982166290283,0.09827934950590134,1,1,"1131,344,1248,450",12626,0.254712,0.168944,0.104495,0.914462,0.306281,0.101754,0.574876,4.467364,0.647770,0.2547124980199588,0.1689438670873642,4.467363530343031,0.9144622208141929,,2025-10-23 15:05:28,bbd7777,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
