image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,open_r,close_r,extra_dilate,area_thresh,area_iters_small,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,after_fill,after_geom,after_road,after_border,after_texture,after_lane,after_merge,reduced_by_fill,reduced_by_geom,reduced_by_road,reduced_by_border,reduced_by_texture,reduced_by_lane,merged_pairs,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,delta_vs,delta_ss,delta_hs,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,why_removed,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,2740,5414,7,5,3,7,3,2,4,1,1100,1,0.05481769144535065,0.01025646086782217,197,0.03248853608965874,0.1762717366218567,0.030287159606814384,3,2,3,3,3,3,3,3,2,0,0,0,0,0,0,1,"1140,671,1298,767|633,760,719,794",15423;3045,0.319263;0.160920,0.127205;0.126238,0.007138;0.198151,0.920638;0.882102,0.000000;0.220408,0.029376;0.034650,0.519700;0.465088,3.554297;3.741527,0.135319;0.594348,-0.029361;0.082879,-0.003431;0.164498,0.017726;0.247471,0.24009148897638322,0.12672146409749985,3.647911933410607,0.901369907204677,merge,,2025-11-06 18:38:42,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1790,3992,3,3,2,3,2,2,4,1,1100,1,0.053538840264081955,0.013291344977915287,1498,0.03293298929929733,0.2537449300289154,0.03049733303487301,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,"1193,672,1299,769|945,825,1045,860",10486;3636,0.235266;0.418317,0.128708;0.182299,0.003089;0.237970,0.897101;0.864961,0.000000;0.848126,0.030825;0.142011,0.528698;0.584493,3.471056;4.145809,0.115421;0.488421,-0.033924;0.200074,-0.010922;0.201709,0.149892;0.306224,0.32679145036380425,0.15550333261489868,3.808432534995485,0.8810311962914773,,,2025-11-06 18:38:44,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1455,1998,3,3,2,3,2,2,4,1,1100,1,0.051732905209064484,0.02911188267171383,4958,0.034738700836896896,0.5500669479370117,0.031203679740428925,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,"631,732,702,799",4896,0.408088,0.411563,0.204646,0.685662,1.000000,0.274479,0.413503,3.252322,0.266303,-0.238525,0.160298,0.234098,0.40808823529411764,0.41156330704689026,3.2523217409974983,0.6856617647058824,geom,,2025-11-06 18:38:46,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1415,2093,1,1,2,1,2,2,4,1,1100,1,0.051254961639642715,0.02392519637942314,4889,0.03349461033940315,0.7087386250495911,0.02835501916706562,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,"980,812,1066,874",5481,0.381865,0.476522,0.287995,0.767378,1.000000,0.214065,0.581867,3.711140,0.173045,-0.174713,0.234232,0.135698,0.3818646232439336,0.4765215516090393,3.7111403093853155,0.7673782156540777,fill,,2025-11-06 18:38:47,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,3070,5943,6,5,2,6,2,2,4,1,1100,1,0.048791639506816864,0.016392262652516365,1802,0.030154628679156303,0.21340934932231903,0.029334120452404022,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,"1141,639,1332,780|639,768,707,804",27264;2553,0.190398;0.294555,0.113631;0.131841,0.004371;0.464383,0.911715;0.845280,0.000000;0.944149,0.023998;0.150571,0.526243;0.520443,3.510217;3.900392,0.134760;0.448345,-0.026803;0.022580,-0.009472;0.332010,0.164694;0.006619,0.2424765094434606,0.12273628264665604,3.705304538249684,0.8784975724154958,,,2025-11-06 18:38:49,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,2348,3946,4,4,2,4,2,2,4,1,1100,1,0.05088598653674126,0.015236839652061462,1714,0.03128951042890549,0.28101810812950134,0.02927260659635067,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,"1174,668,1300,770|977,830,1043,879",13081;3350,0.186224;0.450746,0.124845;0.164519,0.003802;0.543709,0.896568;0.897015,0.000000;0.941060,0.026446;0.152419,0.510809;0.602798,3.515235;4.000470,0.164128;0.329673,-0.029384;0.059357,-0.010837;0.494200,0.148131;0.053213,0.3184852817177015,0.1446818970143795,3.757852485992446,0.8967912330405157,,,2025-11-06 18:38:51,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,2029,3734,5,5,3,5,3,2,4,1,1100,1,0.051259517669677734,0.015196113847196102,1197,0.03398295119404793,0.326250284910202,0.03243277221918106,3,2,3,3,3,3,3,3,2,0,0,0,0,0,0,1,"1173,680,1295,771|585,747,706,794",11316;5856,0.183899;0.282275,0.132451;0.172616,0.001349;0.202394,0.898993;0.667520,0.000000;0.498488,0.028231;0.088887,0.513560;0.491179,3.436916;3.619849,0.124398;0.516592,-0.032192;-0.041552,-0.011371;0.161237,0.188704;0.015272,0.2330867471851839,0.1525336056947708,3.5283829752728835,0.7832565343427846,merge,,2025-11-06 18:38:53,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1430,2039,4,4,2,4,2,2,4,1,1100,1,0.0515306182205677,0.02320927008986473,4274,0.034288424998521805,0.6825560927391052,0.030477089807391167,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,"962,805,1042,856",4212,0.439459,0.378871,0.239472,0.582384,1.000000,0.167041,0.616265,2.851178,0.383324,0.219253,0.169776,0.120968,0.43945868945868943,0.3788706660270691,2.8511776278469974,0.5823836657169991,merge,,2025-11-06 18:38:55,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1421,1748,1,1,1,1,1,2,4,1,1100,1,0.055606551468372345,0.023055683821439743,3067,0.029916029423475266,0.4075678884983063,0.028311727568507195,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"621,744,701,793",4050,0.422963,0.298497,0.149764,0.744691,1.000000,0.292446,0.448868,3.279329,0.664938,-0.259436,0.129985,0.283758,0.422962962962963,0.2984972298145294,3.2793289432350954,0.7446913580246913,,,2025-11-06 18:38:57,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.0,1.0,99.7,,,,0.9,,0.082,,,,,,0.2,,,1279,1439,1901,1,1,1,1,1,2,4,1,1100,1,0.05943386256694794,0.021223099902272224,3441,0.02883993647992611,0.4067320227622986,0.02593284659087658,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"965,818,1056,876",5428,0.350221,0.292899,0.207517,0.816323,1.000000,0.225352,0.615098,3.651896,0.707079,-0.189200,0.180062,0.047571,0.3502210759027266,0.29289913177490234,3.6518959028026092,0.8163227708179809,,,2025-11-06 18:38:58,3cb5903,./config/ROI.config,r101_os8_base_cty.pth
