image,H,W,roi_area,work_area,num_boxes,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies
manual_original_0_20251020_113739_049258.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_0_20251020_113842_843385.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112119_612220.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112316_314459.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112341_022139.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112415_265400.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112443_840490.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112548_368302.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112619_505543.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112714_137414.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112749_653441.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113004_041033.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113042_293678.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113136_668447.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113202_922076.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113456_899845.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113530_426947.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113617_654836.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113646_232508.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_114032_177708.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_115459_359020.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_115602_793522.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
