image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.07999999821186066,0.025448501110076904,0.022671738639473915,0.9,0.04585306588560343,0.06,0.07999999821186066,0.04585306588560343,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,4091,37079,43244,30,2,6,30,6,0.05481769144535065,0.01025646086782217,197,0.025448501110076904,0.16100330650806427,0.02088935859501362,6,1,"632,761,719,795",3080,0.471753,0.078608,0.158142,0.882792,0.134893,0.044930,0.468425,3.879402,0.489942,0.47175324675324676,0.07860781252384186,3.879402258874128,0.8827922077922078,fill;geom,,2025-10-28 18:37:47,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.07999999821186066,0.025746749714016914,0.023499073460698128,0.9,0.04689591582864523,0.06,0.07999999821186066,0.04689591582864523,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,4187,36777,40411,17,3,3,17,3,0.053538840264081955,0.013291344977915287,1498,0.025746749714016914,0.2085711508989334,0.020875686779618263,3,1,"944,823,1044,860",3838,0.578687,0.130361,0.191692,0.873111,0.660964,0.104471,0.597881,4.263231,0.483467,0.578686816050026,0.13036133348941803,4.263231414748223,0.8731109953100573,fill;geom,,2025-10-28 18:37:49,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.24592897832393482,0.027368567883968353,0.031787775456905365,0.9,0.05597756579518318,0.06,0.24592897832393482,0.05597756579518318,0.24592897832393482,0.24592897832393482,0.24592897832393482,0.24592897832393482,0.23092897832393483,False,2132,2292,2598,1,1,1,1,1,0.051732905209064484,0.02911188267171383,4958,0.027368567883968353,0.40019118785858154,0.021602017804980278,1,1,"614,732,696,799",5644,0.459603,0.303640,0.197655,0.666549,1.000000,0.290997,0.417181,3.289188,0.063934,0.45960311835577605,0.30363979935646057,3.289187920829912,0.6665485471296952,,,2025-10-28 18:37:50,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.22224756479263083,0.025152789428830147,0.029435627162456512,0.9,0.05164485387504101,0.06,0.22224756479263083,0.05164485387504101,0.22224756479263083,0.22224756479263083,0.22224756479263083,0.22224756479263083,0.20724756479263085,False,2132,2551,3255,1,1,1,1,1,0.051254961639642715,0.02392519637942314,4889,0.025152789428830147,0.32137998938560486,0.018964601680636406,1,1,"966,814,1064,873",5940,0.544276,0.243152,0.258834,0.745455,1.000000,0.228811,0.575756,3.638458,0.099431,0.5442760942760942,0.2431515008211136,3.6384580996446165,0.7454545454545455,,,2025-10-28 18:37:52,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.07999999821186066,0.023918582126498222,0.021647468209266663,0.9,0.043401303514838216,0.06,0.07999999821186066,0.043401303514838216,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,3323,28640,32759,16,2,3,16,3,0.048791639506816864,0.016392262652516365,1802,0.023918582126498222,0.20068415999412537,0.02000497467815876,3,1,"638,767,708,805",2769,0.371253,0.091319,0.404955,0.843987,0.833658,0.129670,0.507018,4.169950,0.514667,0.37125315998555436,0.09131904691457748,4.169950012723791,0.8439869989165764,geom,,2025-10-28 18:37:54,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.07999999821186066,0.02443605661392212,0.023064691573381424,0.9,0.0451942790299654,0.06,0.07999999821186066,0.0451942790299654,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.06499999821186066,False,4213,34024,41348,16,3,5,16,5,0.05088598653674126,0.015236839652061462,1714,0.02443605661392212,0.2422540783882141,0.01985824480652809,5,1,"977,829,1045,879",3519,0.617505,0.126958,0.457290,0.898551,0.783249,0.119862,0.580900,4.174000,0.239180,0.6175049730036942,0.1269579529762268,4.173999832370968,0.8985507246376812,geom;border,,2025-10-28 18:37:56,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.08175169199705105,0.026757314801216125,0.023000886663794518,0.9,0.04745811279863119,0.06,0.08175169199705105,0.04745811279863119,0.08175169199705105,0.08175169199705105,0.08175169199705105,0.08175169199705105,0.06675169199705105,False,2132,32954,3485,3,2,2,3,2,0.051259517669677734,0.015196113847196102,1197,0.026757314801216125,0.22729593515396118,0.022725798189640045,2,1,"582,732,704,795",7872,0.436738,0.101128,0.174916,0.700584,0.278069,0.042157,0.392303,3.600999,0.647903,0.4367378048780488,0.1011277362704277,3.6009989437617773,0.7005843495934959,geom,,2025-10-28 18:37:58,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.15578204631805379,0.026926076039671898,0.027762578800320625,0.9,0.05191239695996046,0.06,0.15578204631805379,0.05191239695996046,0.15578204631805379,0.15578204631805379,0.15578204631805379,0.15578204631805379,0.1407820463180538,False,2132,2377,2664,4,3,2,4,2,0.0515306182205677,0.02320927008986473,4274,0.026926076039671898,0.34845098853111267,0.02115718089044094,2,1,"955,807,1042,854",4224,0.510890,0.225689,0.225107,0.568892,0.993049,0.094373,0.616123,3.159994,0.305576,0.5108901515151515,0.22568948566913605,3.159993755662978,0.5688920454545454,geom,,2025-10-28 18:37:59,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.14970377713441596,0.023581068962812424,0.026199111714959145,0.9,0.04716026950627565,0.06,0.14970377713441596,0.04716026950627565,0.14970377713441596,0.14970377713441596,0.14970377713441596,0.14970377713441596,0.13470377713441595,False,2132,2277,2481,1,1,1,1,1,0.055606551468372345,0.023055683821439743,3067,0.023581068962812424,0.34331437945365906,0.0190880224108696,1,1,"618,744,699,794",4182,0.557628,0.233510,0.145076,0.745098,0.998714,0.280390,0.442829,3.754610,0.650169,0.5576279292204687,0.23350957036018372,3.7546099027878084,0.7450980392156863,,,2025-10-28 18:38:01,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.5,1.5,99.5,0.1807603922486303,0.02235952951014042,0.02538980171084404,0.9,0.04521035104990005,0.06,0.1807603922486303,0.04521035104990005,0.1807603922486303,0.1807603922486303,0.1807603922486303,0.1807603922486303,0.16576039224863032,False,2132,2574,2933,1,1,1,1,1,0.05943386256694794,0.021223099902272224,3441,0.02235952951014042,0.2719547152519226,0.016964368522167206,1,1,"957,820,1055,875",5544,0.529040,0.201760,0.193021,0.812951,1.000000,0.219728,0.621226,3.722573,0.702613,0.5290404040404041,0.2017604410648346,3.72257284870149,0.812950937950938,,,2025-10-28 18:38:03,be46a7e,./config/ROI.config,r101_os8_base_cty.pth
