image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_0_20251020_113739_049258.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20000000298023224,0.09478025883436203,0.0614929161965847,1.0,0.15627317503094673,0.1,0.20000000298023224,110,57646,393,1,1,0.03325749188661575,0.014150703325867653,566,0.09478025883436203,0.22990648448467255,0.07621153444051743,1,0,,,,,,,,,,,,,,,,geom,2025-10-23 16:11:20,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_0_20251020_113842_843385.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20000000298023224,0.09834422171115875,0.06097375229001045,1.0,0.1593179740011692,0.1,0.20000000298023224,43,60659,237,1,1,0.03306419774889946,0.013409021310508251,446,0.09834422171115875,0.21848267316818237,0.08126933872699738,1,0,,,,,,,,,,,,,,,,geom,2025-10-23 16:11:22,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112119_612220.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20000000298023224,0.10852343589067459,0.05879654735326767,1.0,0.16731998324394226,0.1,0.20000000298023224,439,66212,864,1,1,0.04706606641411781,0.019285406917333603,1035,0.10852343589067459,0.374335378408432,0.09660422801971436,1,1,"949,480,1031,532",4399,0.196408,0.220531,0.153563,0.902023,0.796296,0.281821,0.851199,4.605056,0.776207,0.19640827460786542,0.2205313891172409,4.605056254189691,0.9020231870879746,,2025-10-23 16:11:23,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112316_314459.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.3052413338422822,0.09581048041582108,0.06453796476125717,1.0,0.16034844517707825,0.1,0.25153170004486836,1567,1746,2383,1,1,0.04780277982354164,0.035548221319913864,2823,0.09581048041582108,0.5157603621482849,0.07661522924900055,1,1,"948,475,1052,542",7140,0.333754,0.319131,0.272818,0.848039,0.960134,0.384161,0.837066,4.302704,0.477657,0.3337535014005602,0.319131463766098,4.30270377880098,0.8480392156862745,,2025-10-23 16:11:25,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112341_022139.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.2446179106831551,0.09541685879230499,0.0637897402048111,1.0,0.1592065989971161,0.1,0.20890507623553217,1567,54701,3051,1,1,0.04578777402639389,0.027028897777199745,2053,0.09541685879230499,0.41042211651802063,0.07572668045759201,1,1,"1105,377,1223,452",9044,0.337351,0.246199,0.195300,0.886997,0.639135,0.205786,0.576909,4.399484,0.636827,0.33735072976559044,0.2461991310119629,4.399484463010632,0.8869969040247678,,2025-10-23 16:11:27,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112415_265400.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20000000298023224,0.09629353135824203,0.062280382961034775,1.0,0.1585739143192768,0.1,0.20000000298023224,1157,60492,1837,1,1,0.04231672361493111,0.022297747433185577,1621,0.09629353135824203,0.35852763056755066,0.07788608968257904,1,1,"932,457,1014,530",6142,0.299088,0.232165,0.594966,0.920384,0.832880,0.185617,0.773297,4.804228,0.241275,0.2990882448713774,0.23216527700424194,4.804228387214062,0.9203842396613481,,2025-10-23 16:11:28,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112443_840490.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20000000298023224,0.09743234515190125,0.061433177441358566,1.0,0.1588655225932598,0.1,0.20000000298023224,620,60072,1461,1,1,0.04162433743476868,0.018151666969060898,1043,0.09743234515190125,0.2889098525047302,0.07870623469352722,1,1,"1118,378,1199,440",5166,0.282811,0.199496,0.564776,0.905730,0.661875,0.110414,0.572627,4.704662,0.241293,0.28281068524970965,0.19949573278427124,4.704661565444191,0.9057297715834302,,2025-10-23 16:11:30,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112548_368302.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.28462869465351653,0.09983965009450912,0.06265974789857864,1.0,0.16249939799308777,0.1,0.22495169378816643,1567,1664,2150,1,1,0.04555828124284744,0.029195591807365417,2964,0.09983965009450912,0.4034063220024109,0.08072113245725632,1,1,"952,472,1054,534",6489,0.331330,0.273633,0.147776,0.748035,0.959535,0.311992,0.796149,3.765071,0.616640,0.3313299429804284,0.27363321185112,3.7650710877884093,0.7480351363846509,,2025-10-23 16:11:32,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112619_505543.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.20303397655487174,0.0999341830611229,0.06161149591207504,1.0,0.16154567897319794,0.1,0.20000000298023224,1417,63673,2658,1,1,0.04333985224366188,0.02294635772705078,2128,0.0999341830611229,0.3122473657131195,0.08308359235525131,1,1,"1128,390,1239,452",7056,0.376701,0.204895,0.111079,0.782455,0.576373,0.139887,0.594348,4.185838,0.512422,0.37670068027210885,0.20489484071731567,4.1858379509214565,0.782454648526077,,2025-10-23 16:11:33,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112714_137414.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.6,0.37052191317081534,0.09894132614135742,0.06552330404520035,1.0,0.16446463018655777,0.1,0.3008589111268495,1567,1692,2166,1,1,0.044827356934547424,0.0346345491707325,2664,0.09894132614135742,0.5013397336006165,0.07924684882164001,1,1,"943,470,1041,532",6237,0.347282,0.366996,0.306371,0.833734,1.000000,0.428359,0.794375,4.018869,0.619005,0.3472823472823473,0.36699554324150085,4.0188686570201035,0.8337341670675004,,2025-10-23 16:11:35,632e65d,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
