image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,open_r,close_r,extra_dilate,area_thresh,area_iters_small,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,after_fill,after_geom,after_road,after_border,after_texture,after_lane,after_merge,reduced_by_fill,reduced_by_geom,reduced_by_road,reduced_by_border,reduced_by_texture,reduced_by_lane,merged_pairs,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.07999999821186066,0.028057819232344627,0.02290649712085724,0.9,0.048673666641116144,0.095,0.07999999821186066,0.048673666641116144,0.095,-0.01,0.095,0.095,0.08,True,455,4127,1256,2,2,1,2,1,2,3,2,1600,1,0.05481769144535065,0.01025646086782217,197,0.028057819232344627,0.16273202002048492,0.02461834065616131,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"632,762,719,795",2992,0.419786,0.085342,0.169027,0.881684,0.145701,0.046415,0.463441,3.865404,0.500217,0.4197860962566845,0.0853424146771431,3.865403913452196,0.8816844919786097,,,2025-11-03 16:39:28,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.11825655278563771,0.028458988294005394,0.023681780323386192,0.9,0.04977259058505297,0.095,0.11825655278563771,0.04977259058505297,0.11825655278563771,0.0,0.11825655278563771,0.11825655278563771,0.10325655278563771,False,1279,1496,1695,1,1,1,1,1,2,3,2,1600,1,0.053538840264081955,0.013291344977915287,1498,0.028458988294005394,0.20857161283493042,0.02475125715136528,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"944,824,1042,860",3663,0.459459,0.150132,0.220505,0.866776,0.794415,0.121528,0.599635,4.176137,0.517387,0.4594594594594595,0.15013179183006287,4.176137280815736,0.8667758667758668,,,2025-11-03 16:39:30,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.3099208436012282,0.030039837583899498,0.03207968920469284,0.9,0.058911557868123056,0.095,0.3099208436012282,0.058911557868123056,0.3099208436012282,0.0,0.3099208436012282,0.3099208436012282,0.29492084360122817,False,1279,1524,1969,2,1,1,2,1,2,3,2,1600,1,0.051732905209064484,0.02911188267171383,4958,0.030039837583899498,0.4007585942745209,0.025460679084062576,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"614,733,695,798",5412,0.363821,0.328281,0.194828,0.663525,1.000000,0.286216,0.426989,3.197845,0.282988,0.3638211382113821,0.32828080654144287,3.197844688717076,0.6635254988913526,,,2025-11-03 16:39:31,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.25240213882923157,0.027935126796364784,0.029507050290703773,0.9,0.05449147205799818,0.095,0.25240213882923157,0.05449147205799818,0.25240213882923157,0.0,0.25240213882923157,0.25240213882923157,0.23740213882923156,False,1279,1717,2521,3,1,1,3,1,2,3,2,1600,1,0.051254961639642715,0.02392519637942314,4889,0.027935126796364784,0.32137998938560486,0.02255946397781372,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"966,816,1063,872",5586,0.451307,0.257311,0.267034,0.732367,1.000000,0.232380,0.594353,3.533083,0.218322,0.4513068385248836,0.2573113441467285,3.5330827274247207,0.7323666308628715,,,2025-11-03 16:39:33,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.07999999821186066,0.02663743868470192,0.02217947319149971,0.9,0.04659896455705166,0.095,0.07999999821186066,0.04659896455705166,0.095,-0.01,0.095,0.095,0.08,True,540,3450,1007,1,1,1,1,1,2,3,2,1600,1,0.048791639506816864,0.016392262652516365,1802,0.02663743868470192,0.20643456280231476,0.02364545688033104,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"638,767,707,805",2730,0.368864,0.103244,0.419927,0.845421,0.860973,0.138486,0.512709,4.084931,0.476816,0.3688644688644689,0.1032436415553093,4.084930996983756,0.8454212454212454,,,2025-11-03 16:39:35,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.11562809067964595,0.027202896773815155,0.023389097303152084,0.9,0.04825308434665203,0.095,0.11562809067964595,0.04825308434665203,0.11562809067964595,0.0,0.11562809067964595,0.11562809067964595,0.10062809067964595,False,1279,1511,1758,1,1,1,1,1,2,3,2,1600,1,0.05088598653674126,0.015236839652061462,1714,0.027202896773815155,0.24228623509407043,0.023455722257494926,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"977,830,1043,879",3350,0.523881,0.146183,0.507683,0.897015,0.896296,0.141705,0.602135,4.061803,0.300364,0.5238805970149254,0.1461830884218216,4.061803463202043,0.8970149253731343,,,2025-11-03 16:39:37,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.0995182422399524,0.029423274099826813,0.02330913580954075,0.9,0.05040149632841349,0.095,0.0995182422399524,0.05040149632841349,0.0995182422399524,0.0,0.0995182422399524,0.0995182422399524,0.0845182422399524,False,1279,2013,2886,3,2,3,3,3,2,3,2,1600,1,0.051259517669677734,0.015196113847196102,1197,0.029423274099826813,0.22907458245754242,0.026650231331586838,3,1,3,1,1,1,1,1,1,0,1,0,0,0,0,0,"583,747,687,794",5040,0.485317,0.115709,0.194796,0.635119,0.343418,0.075780,0.456227,3.307952,0.673929,0.4853174603174603,0.1157091036438942,3.3079520334145407,0.6351190476190476,geom,,2025-11-03 16:39:39,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.2073316590785985,0.029489129781723022,0.027866816148161888,0.9,0.05456926431506873,0.095,0.2073316590785985,0.05456926431506873,0.2073316590785985,0.0,0.2073316590785985,0.2073316590785985,0.1923316590785985,False,1279,1594,2396,2,2,2,2,2,2,3,2,1600,1,0.0515306182205677,0.02320927008986473,4274,0.029489129781723022,0.34845098853111267,0.024845803156495094,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,1,"957,808,1041,854",3995,0.498373,0.230721,0.222013,0.550438,1.000000,0.092830,0.641068,2.817207,0.490399,0.4983729662077597,0.23072095215320587,2.8172066723467024,0.5504380475594494,merge,,2025-11-03 16:39:40,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.23759982937574653,0.026393748819828033,0.026706675067543983,0.9,0.05042975638061762,0.095,0.23759982937574653,0.05042975638061762,0.23759982937574653,0.0,0.23759982937574653,0.23759982937574653,0.22259982937574652,False,1279,1456,1756,1,1,1,1,1,2,3,2,1600,1,0.055606551468372345,0.023055683821439743,3067,0.026393748819828033,0.34356623888015747,0.022651880979537964,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"620,745,696,793",3773,0.457196,0.267310,0.149802,0.736814,1.000000,0.296841,0.439260,3.261121,0.695258,0.45719586535913065,0.2673099637031555,3.2611210289381267,0.7368142062019613,,,2025-11-03 16:39:42,f14413d,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.7,0.20364201790094424,0.02512599527835846,0.025696149095892906,0.9,0.048252529464662075,0.095,0.20364201790094424,0.048252529464662075,0.20364201790094424,0.0,0.20364201790094424,0.20364201790094424,0.18864201790094426,False,1279,1939,2590,5,1,1,5,1,2,3,2,1600,1,0.05943386256694794,0.021223099902272224,3441,0.02512599527835846,0.2719547152519226,0.020457923412322998,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,"958,821,1054,875",5335,0.485473,0.209927,0.201208,0.807123,1.000000,0.230178,0.622796,3.583128,0.697514,0.4854732895970009,0.20992662012577057,3.5831283155483824,0.8071227741330834,,,2025-11-03 16:39:44,f14413d,./config/ROI.config,r101_os8_base_cty.pth
