image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,t_p,t_z,t_base,t_posadj,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_strong,num_components_binary,num_components_post_morph,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,profile_name,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,4117,46642,51509,31,3,2,31,2,0.05481769144535065,0.01025646086782217,515,0.027492763474583626,0.16236889362335205,0.02378190867602825,2,1,"632,762,718,794",2871,0.429119,0.086045,0.168223,0.878788,0.265422,0.047112,0.458538,3.859649,0.499478,0.42911877394636017,0.08604519069194794,3.85964944065265,0.8787878787878788,geom,,2025-10-29 16:29:03,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,4232,46712,55441,17,2,8,17,8,0.053538840264081955,0.013291344977915287,1834,0.02787085250020027,0.20857152342796326,0.023877907544374466,8,3,"1117,557,1207,636|945,824,1042,860|1051,843,1101,894",7280;3626;2652,0.290934;0.645339;0.395551,0.059186;0.127413;0.060978,0.018477;0.184925;0.025275,0.945742;0.866520;0.950603,0.000000;0.750427;0.000000,0.001663;0.099687;0.006474,0.485611;0.592803;0.633387,3.459619;4.265618;3.622319,0.115277;0.478922;0.185359,0.4439412702017744,0.08252544825275739,3.622318881617725,0.9457417582417582,fill;geom,,2025-10-29 16:29:05,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,2985,3290,3728,2,2,2,2,2,0.051732905209064484,0.02911188267171383,5431,0.029463039711117744,0.4005111753940582,0.024612346664071083,2,1,"614,733,694,797",5265,0.645774,0.272779,0.188170,0.654511,1.000000,0.277332,0.440329,3.589667,0.275775,0.6457739791073125,0.27277877926826477,3.5896665881393854,0.6545109211775878,geom,,2025-10-29 16:29:07,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,2985,3442,3870,1,1,1,1,1,0.051254961639642715,0.02392519637942314,5300,0.02732989192008972,0.32137998938560486,0.021656794473528862,1,1,"967,822,1062,871",4800,0.723333,0.236174,0.255150,0.705000,1.000000,0.209493,0.595293,3.795111,0.097431,0.7233333333333334,0.2361740618944168,3.7951111178510155,0.705,,,2025-10-29 16:29:08,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,3423,38462,44563,16,2,6,16,6,0.048791639506816864,0.016392262652516365,2145,0.02604927308857441,0.20518545806407928,0.022774940356612206,6,1,"639,768,707,804",2553,0.491970,0.089795,0.396260,0.845280,0.879777,0.114989,0.515420,4.204490,0.473396,0.4919702311006659,0.08979490399360657,4.204490307153394,0.845280062671367,fill;geom,,2025-10-29 16:29:10,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,4330,43735,49556,16,3,2,16,2,0.05088598653674126,0.015236839652061462,1993,0.026602255180478096,0.24227969348430634,0.02259238436818123,2,1,"978,831,1042,878",3120,0.727885,0.127934,0.443609,0.894231,0.846764,0.114688,0.608090,4.196296,0.239303,0.7278846153846154,0.12793441116809845,4.196296160247459,0.8942307692307693,geom,,2025-10-29 16:29:12,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,4011,46378,53484,23,4,2,23,2,0.051259517669677734,0.015196113847196102,2182,0.028848351910710335,0.22851260006427765,0.025783969089388847,2,1,"582,732,708,795",8128,0.458169,0.099801,0.163179,0.710753,0.390709,0.039548,0.396963,3.566523,0.670447,0.4581692913385827,0.09980100393295288,3.5665227939561293,0.7107529527559056,geom,,2025-10-29 16:29:13,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,2985,3522,4134,3,2,1,3,1,0.0515306182205677,0.02320927008986473,4679,0.02893431857228279,0.34845098853111267,0.02402311936020851,1,1,"955,807,1041,854",4176,0.693487,0.193027,0.218045,0.563937,0.989296,0.101194,0.599481,3.669969,0.068600,0.6934865900383141,0.19302651286125183,3.669968660897501,0.5639367816091954,,,2025-10-29 16:29:15,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,4543,34997,39449,12,3,2,12,2,0.055606551468372345,0.023055683821439743,3415,0.025783859193325043,0.343513160943985,0.021775340661406517,2,1,"619,745,698,793",3920,0.725000,0.209160,0.122039,0.738265,0.961999,0.224525,0.440069,4.095097,0.677011,0.725,0.20916013419628143,4.095097072463321,0.738265306122449,geom,,2025-10-29 16:29:17,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.3,1.3,99.3,,,,1.1,,0.072,,,,,,0.2,,,2985,3283,3484,1,1,1,1,1,0.05943386256694794,0.021223099902272224,3831,0.02452223002910614,0.2719547152519226,0.01985044963657856,1,1,"960,822,1053,874",4982,0.681253,0.192501,0.180340,0.796869,0.995286,0.189937,0.605037,3.940084,0.663220,0.6812525090325171,0.19250072538852692,3.940084153784322,0.7968687274187074,,,2025-10-29 16:29:18,9e7bc8a,./config/ROI.config,r101_os8_base_cty.pth
