image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_1_20251020_090711_692371.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.07999999821186066,0.028057819232344627,0.02290649712085724,0.8,0.04638301692903042,0.1,0.07978106662631035,13362,26767,42669,34,4,0.05481769144535065,0.01025646086782217,197,0.028057819232344627,0.16273202002048492,0.02461834065616131,4,0,,,,,,,,,,,,,,,,fill,2025-10-23 16:51:49,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_090758_724085.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.10359527465701124,0.028458988294005394,0.023681780323386192,0.8,0.04740441255271435,0.1,0.07999999821186066,1877,25687,2620,1,1,0.053538840264081955,0.013291344977915287,1498,0.028458988294005394,0.20857161283493042,0.02475125715136528,1,0,,,,,,,,,,,,,,,,fill,2025-10-23 16:51:51,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091015_644894.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.29711854791641273,0.030039837583899498,0.03207968920469284,0.8,0.05570358894765377,0.1,0.2512545883655538,2132,2316,3210,1,1,0.051732905209064484,0.02911188267171383,4958,0.030039837583899498,0.4007585942745209,0.025460679084062576,1,1,"607,723,710,806",8736,0.367445,0.280776,0.192461,0.721612,1.000000,0.277375,0.464847,3.610718,0.255606,0.36744505494505497,0.2807764410972595,3.610718303337581,0.7216117216117216,,2025-10-23 16:51:53,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091133_060417.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.24505089548230183,0.027935126796364784,0.029507050290703773,0.8,0.051540767028927806,0.1,0.2229931169748261,2132,2578,3957,1,1,0.051254961639642715,0.02392519637942314,4889,0.027935126796364784,0.32137998938560486,0.02255946397781372,1,1,"949,804,1071,880",9471,0.417802,0.227959,0.251781,0.826840,1.000000,0.227447,0.604774,3.858619,0.058774,0.4178017104846373,0.22795945405960083,3.858619114519705,0.8268398268398268,,2025-10-23 16:51:55,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091425_463526.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.07999999821186066,0.02663743868470192,0.02217947319149971,0.8,0.04438101723790169,0.1,0.07893117733299732,12987,20162,32915,25,4,0.048791639506816864,0.016392262652516365,1802,0.02663743868470192,0.20643456280231476,0.02364545688033104,4,0,,,,,,,,,,,,,,,,fill,2025-10-23 16:51:56,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091540_226922.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.10158283564448368,0.027202896773815155,0.023389097303152084,0.8,0.045914174616336824,0.1,0.07999999821186066,1895,24122,2491,1,1,0.05088598653674126,0.015236839652061462,1714,0.027202896773815155,0.24228623509407043,0.023455722257494926,1,1,"961,821,1055,893",6935,0.359193,0.122653,0.412968,0.921269,0.688077,0.109180,0.583948,4.231768,0.211027,0.3591925018024513,0.12265253812074661,4.231767888088907,0.9212689257390051,,2025-10-23 16:51:58,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091708_477688.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.09366097031533724,0.029423274099826813,0.02330913580954075,0.8,0.048070582747459414,0.1,0.08256279990077008,2132,20484,3606,3,2,0.051259517669677734,0.015196113847196102,1197,0.029423274099826813,0.22907458245754242,0.026650231331586838,2,0,,,,,,,,,,,,,,,,fill,2025-10-23 16:52:00,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091817_892802.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.19762565180659297,0.029489129781723022,0.027866816148161888,0.8,0.05178258270025253,0.1,0.15609349995851501,2132,2312,3181,4,2,0.0515306182205677,0.02320927008986473,4274,0.029489129781723022,0.34845098853111267,0.024845803156495094,2,1,"919,792,1045,861",8890,0.357818,0.196028,0.199504,0.749719,0.950644,0.072297,0.556721,3.633333,0.119497,0.3578177727784027,0.19602765142917633,3.6333333584853835,0.749718785151856,geom,2025-10-23 16:52:02,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_091937_535544.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.21999906828999538,0.026393748819828033,0.026706675067543983,0.8,0.04775908887386322,0.1,0.15585492879152227,2132,2240,2842,1,1,0.055606551468372345,0.023055683821439743,3067,0.026393748819828033,0.34356623888015747,0.022651880979537964,1,1,"592,738,708,801",7488,0.379541,0.216884,0.128351,0.804621,0.976073,0.254037,0.398137,3.950313,0.662790,0.3795405982905983,0.21688394248485565,3.9503125241332877,0.8046207264957265,,2025-10-23 16:52:03,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_092040_390272.jpg,1080,1920,468414,426293,standardized,1.25,1.25,99.65,0.19826389327645302,0.02512599527835846,0.025696149095892906,0.8,0.045682914555072784,0.1,0.18346496134996326,2132,2496,3388,1,1,0.05943386256694794,0.021223099902272224,3441,0.02512599527835846,0.2719547152519226,0.020457923412322998,1,1,"946,813,1067,882",8540,0.396721,0.193120,0.183453,0.862881,0.969303,0.201423,0.563816,3.899278,0.632154,0.39672131147540984,0.19312016665935516,3.899278488894613,0.8628805620608899,,2025-10-23 16:52:05,b499bc8,/home/truck/Dropped_Object_OOD_Detector/config/ROI.config,r101_os8_base_cty.pth
