image,H,W,roi_area,work_area,num_boxes,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies
manual_original_0_20251020_113739_049258.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_0_20251020_113842_843385.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112119_612220.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112316_314459.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112341_022139.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112415_265400.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112443_840490.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112548_368302.jpg,1080,1920,349435,313216,1,"957,477,1044,528",4576,0.28081,2.09555,0.15185,0.68007,1.00000,0.37591,0.83017,3.26406,0.68028
manual_original_1_20251020_112619_505543.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_112714_137414.jpg,1080,1920,349435,313216,1,"947,472,1031,530",5015,0.26959,2.01049,0.30539,0.78365,1.00000,0.46654,0.80344,3.44614,0.86379
manual_original_1_20251020_112749_653441.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113004_041033.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113042_293678.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113136_668447.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113202_922076.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113456_899845.jpg,1080,1920,349435,313216,1,"927,477,1026,527",5100,0.17706,1.93580,0.34495,0.66314,0.97896,0.24985,0.74830,4.26122,0.68832
manual_original_1_20251020_113530_426947.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113617_654836.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_113646_232508.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_114032_177708.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_115459_359020.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
manual_original_1_20251020_115602_793522.jpg,1080,1920,349435,313216,0,,,,,,,,,,,
