image,H,W,roi_area,work_area,norm_mode,gamma,score_gamma,percentile,p_val,mean,std,z_k,z_val,min_cap,final_th,t_strong,t_weak,min_cap_used,strong_pixels,weak_pixels,binary_pixels,num_components_before,num_components_after,p_diff_mean,p_diff_std,diff_mask_area,smoothed_mean,smoothed_max,smoothed_median,num_boxes_before_filters,num_boxes_after_filters,boxes,areas,fill_ratios,mean_scores,sat_means,edge_densities,diff_overlap_fracs,border_contrasts,border_grads,entropies,anisotropies,mean_fill_ratio,mean_box_score,median_entropy,median_edge_density,filter_flags,timestamp,commit_tag,config_path,snapshot_tag
manual_original_0_20251020_113739_049258.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.07999999821186066,0.038082122802734375,0.024972887709736824,1.0,0.0630550105124712,0.12,0.12,0.12,0.09999999999999999,True,289,336,436,1,1,0.03325749188661575,0.014150703325867653,820,0.038082122802734375,0.22987306118011475,0.03058568574488163,1,1,"980,487,1029,531",2250,0.193778,0.147777,0.291006,0.836000,0.857798,0.151066,0.804933,4.170417,0.630600,0.19377777777777777,0.1477769911289215,4.170417089241589,0.836,,2025-10-24 16:27:51,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_0_20251020_113842_843385.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.07999999821186066,0.03946803882718086,0.024599021300673485,1.0,0.06406706012785435,0.12,0.12,0.12,0.09999999999999999,True,155,197,315,1,1,0.03306419774889946,0.013409021310508251,677,0.03946803882718086,0.2183236926794052,0.03258224576711655,1,0,,,,,,,,,,,,,,,,geom,2025-10-24 16:27:52,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112119_612220.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.09480170365423037,0.04382392019033432,0.025369426235556602,1.0,0.06919334642589092,0.12,0.12,0.12,0.09999999999999999,True,641,737,910,1,1,0.04706606641411781,0.019285406917333603,1268,0.04382392019033432,0.374335378408432,0.03878705948591232,1,1,"949,482,1026,532",3978,0.228758,0.200555,0.153786,0.888889,0.914286,0.278106,0.851027,4.657146,0.798928,0.22875816993464052,0.2005547434091568,4.657145834773227,0.8888888888888888,,2025-10-24 16:27:54,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112316_314459.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.3876946873962909,0.03992683067917824,0.03588983416557312,1.0,0.07581666484475136,0.12,0.2338473428040758,0.2338473428040758,0.2138473428040758,False,1685,1817,2196,1,1,0.04780277982354164,0.035548221319913864,3199,0.03992683067917824,0.5157603621482849,0.030755095183849335,1,1,"949,477,1051,540",6592,0.333131,0.332391,0.284955,0.836165,1.000000,0.413157,0.829220,4.162865,0.428471,0.33313106796116504,0.33239051699638367,4.162864882790268,0.8361650485436893,,2025-10-24 16:27:55,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112341_022139.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.31748181730509056,0.03937200829386711,0.03234150633215904,1.0,0.07171351462602615,0.12,0.1987409077584756,0.1987409077584756,0.17874090775847562,False,1586,1717,2045,1,1,0.04578777402639389,0.027028897777199745,2380,0.03937200829386711,0.41042211651802063,0.03032746911048889,1,1,"1108,390,1216,446",6213,0.329149,0.280516,0.275168,0.836150,0.997555,0.304452,0.555844,4.096084,0.706810,0.32914855947207466,0.2805158793926239,4.096084305652631,0.8361500080476421,,2025-10-24 16:27:57,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112415_265400.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.2516252007335448,0.03934416547417641,0.02895982190966606,1.0,0.06830398738384247,0.12,0.16581259947270272,0.16581259947270272,0.14581259947270273,False,1306,1437,1716,1,1,0.04231672361493111,0.022297747433185577,1948,0.03934416547417641,0.35852763056755066,0.031210122630000114,1,1,"933,459,1013,527",5589,0.307032,0.233877,0.632319,0.917874,0.983683,0.198798,0.766781,4.784797,0.261254,0.3070316693505099,0.2338770478963852,4.78479735647006,0.9178743961352657,,2025-10-24 16:27:59,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112443_840490.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.17696815058589707,0.03949224576354027,0.026594799011945724,1.0,0.06608704477548599,0.12,0.12848407439887888,0.12848407439887888,0.10848407439887887,False,1130,1248,1468,1,1,0.04162433743476868,0.018151666969060898,1365,0.03949224576354027,0.2889098525047302,0.03152789920568466,1,1,"1118,379,1198,440",5022,0.292314,0.181516,0.583491,0.905018,0.867166,0.112622,0.581000,4.720630,0.233721,0.2923138191955396,0.18151581287384033,4.7206299353496375,0.9050179211469535,,2025-10-24 16:28:00,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112548_368302.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.3169233582913885,0.04124294966459274,0.03168840706348419,1.0,0.07293135672807693,0.12,0.19846167825162458,0.19846167825162458,0.1784616782516246,False,1666,1734,2037,1,1,0.04555828124284744,0.029195591807365417,3397,0.04124294966459274,0.4034063220024109,0.03254629671573639,1,1,"953,473,1053,532",6060,0.336139,0.281053,0.151474,0.732673,1.000000,0.322447,0.801260,3.640042,0.637984,0.33613861386138616,0.28105345368385315,3.640041851269151,0.7326732673267327,,2025-10-24 16:28:02,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112619_505543.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.2300373924896121,0.04085947573184967,0.028053978458046913,1.0,0.06891345418989658,0.12,0.15501869535073637,0.15501869535073637,0.13501869535073638,False,1553,1712,2036,1,1,0.04333985224366188,0.02294635772705078,2527,0.04085947573184967,0.3122473657131195,0.03338247537612915,1,1,"1133,391,1232,447",5700,0.357193,0.203408,0.135910,0.744035,0.883595,0.181268,0.613749,3.960561,0.558297,0.35719298245614034,0.20340777933597565,3.960561157136719,0.7440350877192983,,2025-10-24 16:28:03,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112714_137414.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.43987455479800736,0.04126587510108948,0.037637557834386826,1.0,0.0789034329354763,0.12,0.25993727650493403,0.25993727650493403,0.23993727650493404,False,1731,1814,2097,1,1,0.044827356934547424,0.0346345491707325,2978,0.04126587510108948,0.5013397336006165,0.03182025998830795,1,1,"944,471,1040,531",5917,0.354403,0.374384,0.305099,0.823390,1.000000,0.434600,0.790793,3.965303,0.631298,0.35440256886935945,0.3743840456008911,3.9653028001052606,0.8233902315362515,,2025-10-24 16:28:05,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_112749_653441.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.31960555613041586,0.041501715779304504,0.0315498523414135,1.0,0.073051568120718,0.12,0.19980277717113826,0.19980277717113826,0.17980277717113827,False,1485,1603,1900,1,1,0.04125223681330681,0.024595066905021667,2082,0.041501715779304504,0.4018063545227051,0.033221930265426636,1,1,"1130,386,1220,446",5551,0.342281,0.281574,0.292433,0.829760,0.993158,0.278619,0.568346,4.183623,0.699428,0.3422806701495226,0.2815744876861572,4.183623445380466,0.8297604035308953,,2025-10-24 16:28:07,5f09536,./config/ROI.config,r101_os8_base_cty.pth
manual_original_1_20251020_113004_041033.jpg,1080,1920,349435,313216,standardized,1.25,1.25,99.75,0.20473070833832183,0.040248576551675797,0.02951834350824356,1.0,0.06976692005991936,0.12,0.14236535327509126,0.14236535327509126,0.12236535327509125,False,1004,1089,1374,1,2,0.03732597827911377,0.025802910327911377,2053,0.040248576551675797,0.4610258936882019,0.031691279262304306,2,1,"947,474,1033,528",4785,0.287147,0.256656,0.567803,0.827795,0.983261,0.337861,0.799073,4.414606,0.770094,0.2871473354231975,0.25665608048439026,4.414606490948525,0.8277951933124347,fill,2025-10-24 16:28:08,5f09536,./config/ROI.config,r101_os8_base_cty.pth
